retrieved||,||target||,||id
sin[Pspa]6[SEP][Pbeg]sin[Plbb]6[Prbb] [SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb][var2] [SEP][Pbeg]sin[Plbb]7[Prbb] [SEP][Pbeg]cos[Plbb][Pbeg]tan[Plbb]6[Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb]6[Prbb][Plsb][Pbeg]sin[Plbb][var1][Prbb][Prsb] [SEP]||,||[Pbeg]sin[Plbb]6[Prbb] ||,||92
sin[Pspa]根號3分之1[SEP][Pbeg]sin[Plbb][Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]1[Prbb][Plbb]3[Prbb][Prbb][Prbb] [SEP][Pbeg]frac[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb][Plbb][var2][Prbb] [SEP][Pbeg]frac[Plbb][var2][Prbb][Plbb][Pbeg]cos[Plbb]3[var1][Prbb][Prbb] [SEP][Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb] [SEP][Pbeg]sin[Plbb][Plsb][Pbeg]sin[Plbb]1[var2][Prbb][Prsb][var1][Prbb] [SEP]||,||[Pbeg]sin[Plbb][Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]1[Prbb][Plbb]3[Prbb][Prbb][Prbb] ||,||93
[var2]分之8的[var1]次方乘[var3][SEP][Pbeg]frac[Plbb][var2][Prbb][Plbb][Pbeg]log[Psub][Plbb]8[Prbb][Plsb][Plsb][var1][Pmin][var4][Prsb][Pmin][var3][Prsb][Prbb] [SEP][Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var1][Prbb][Prbb][Plbb][var2][Prbb][var3] [SEP][Pbeg]log[Psub][Plbb]7[Prbb][var1][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb] [SEP][Plsb][Plsb]8[Pplu][var4][Prsb][Pmin][Plsb][var3][Pplu][var2][Prsb][Prsb][var1] [SEP][Pbeg]frac[Plbb]8[Prbb][Plbb][var1][Pmin][var2][Prbb] [SEP]||,||[Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var1][Prbb][Prbb][Plbb][var2][Prbb][var3] ||,||94
7加tan[Pspa]6[SEP][Pbeg]tan[Plbb]7[Prbb] [SEP]7[Pplu][Plsb][Pbeg]tan[Plbb]6[Prbb][Prsb] [SEP][Pbeg]cos[Plbb][Pbeg]tan[Plbb]6[Prbb][Prbb] [SEP][Pbeg]sin[Plbb]7[Prbb] [SEP][Plbb][var1][Prbb][Pexp][Plbb][Plbb]6[Prbb][Pexp][Plbb]7[Prbb][Prbb] [SEP]||,||7[Pplu][Plsb][Pbeg]tan[Plbb]6[Prbb][Prsb] ||,||95
tan[Pspa]7[SEP][Pbeg]tan[Plbb]7[Prbb] [SEP][Pbeg]sin[Plbb]7[Prbb] [SEP][Pbeg]cos[Plbb]7[Prbb] [SEP][Pbeg]tan[Plbb]8[Prbb] [SEP]7[Pplu][Plsb][Pbeg]tan[Plbb]6[Prbb][Prsb] [SEP]||,||[Pbeg]tan[Plbb]7[Prbb] ||,||96
4加[var1][SEP][var1][Plsb]4[var2][Prsb] [SEP]4[Pmin][var1] [SEP]4[Pplu][var1] [SEP][Plbb][var2][Prbb][Pexp][Plbb]4[var1][Prbb] [SEP][var2][Pplu][Plbb]4[Pplu][var1][Prbb][Pexp][Plbb]n[Prbb] [SEP]||,||4[Pplu][var1] ||,||97
yx[SEP]yx [SEP]sw [SEP]tc [SEP][Pbeg]sin[Plbb]tR[Prbb] [SEP][Pbeg]tan[Plbb][var1][Prbb] [SEP]||,||yx ||,||98
7減[var1][SEP][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb] [SEP]7[Pmin][var1] [SEP]7[Pmin][Plsb][var1][Pmin][var2][Prsb] [SEP][var1][Plsb][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pmin][var2][Prsb] [SEP][Plsb][var1][Pplu][var2][Prsb][Pmin][Plsb]7[var3][Prsb] [SEP]||,||7[Pmin][var1] ||,||99
sin的sin[Pspa]1[var2][Pspa]乘[var1][SEP][Pbeg]frac[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb][Plbb][var2][Prbb] [SEP][Pbeg]sin[Plbb][Plsb][Pbeg]sin[Plbb]1[var2][Prbb][Prsb][var1][Prbb] [SEP][Pbeg]sin[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb] [SEP][Pbeg]sin[Plbb][Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][Pplu][var3][Prbb] [SEP][Plsb][Pbeg]sin[Plbb][var1][Prbb][Prsb][var2] [SEP]||,||[Pbeg]sin[Plbb][Plsb][Pbeg]sin[Plbb]1[var2][Prbb][Prsb][var1][Prbb] ||,||100
根號[var1][SEP]1[Pmin][Plsb][Pbeg]sqrt[Plbb][var1][Prbb][Prsb] [SEP][Pbeg]sqrt[Plbb][var1][Prbb] [SEP][Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][var3] [SEP][Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb] [SEP][var1][Pmin]R [SEP]||,||[Pbeg]sqrt[Plbb][var1][Prbb] ||,||101
括號[var1]分之[var3]減[var2]括號乘上3減pi[SEP][Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb] [SEP][Plbb][var2][Prbb][Pexp][Plbb]3[Pmin][Pbeg]log[Psub][Plbb][Pbeg]pi[Prbb][var1][Prbb] [SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]frac[Plbb]3[Prbb][Plbb][var2][Prbb] [SEP][Plsb][var1][Pmin][var3][Prsb][Plsb]3[Pplu][var2][Prsb] [SEP][Pbeg]frac[Plbb][var1][Prbb][Plbb][Pbeg]frac[Plbb]3[Prbb][Plbb][Plsb][Pbeg]sqrt[Plbb]11[Prbb][Prsb][var2][Prbb][Prbb] [SEP]||,||[Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb] ||,||102
0加[var1]以根號2為底的對數[SEP][Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb]2[Prbb][Prbb][Plsb]0[Pplu][var1][Prsb] [SEP][Pbeg]log[Psub][Plbb]2[Prbb][Plbb][var1][Prbb][Pexp][Plbb][Plsb]kz[Prsb][Pplu][var2][Prbb] [SEP][var2][Pmin][Pbeg]log[Psub][Plbb]0[Prbb][Plbb]1[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]log[Psub][Plbb]1[Prbb][Pbeg]log[Psub][Plbb]2[Prbb][Pbeg]log[Psub][Plbb]1[Prbb][var1] [SEP][Pbeg]log[Psub][Plbb]0[Prbb][Pbeg]frac[Plbb]2[Prbb][Plbb][Pbeg]cos[Plbb][Pbeg]cos[Plbb][var1][Prbb][Prbb][Prbb] [SEP]||,||[Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb]2[Prbb][Prbb][Plsb]0[Pplu][var1][Prsb] ||,||103
tan[Pspa][var1][SEP][Pbeg]tan[Plbb][var1][Prbb] [SEP][Pbeg]tan[Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb] [SEP][Pbeg]tan[Plbb]1[Prbb] [SEP][Pbeg]tan[Plbb][Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][Prbb] [SEP][Plbb][var2][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb] [SEP]||,||[Pbeg]tan[Plbb][var1][Prbb] ||,||104
6的pi分之[var2]分之[var1]次方[SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Pmin][Pbeg]log[Psub][Plbb]6[Prbb][var3] [SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]log[Psub][Plbb]6[Prbb][var1][Prbb] [SEP][Plbb]6[Prbb][Pexp][Plbb][var1][Prbb][Pmin][var2] [SEP][Plsb]6[Pplu][var2][Prsb][Pplu][Plbb][var1][Prbb][Pexp][Plbb][var3][Prbb] [SEP]||,||[Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb] ||,||105
[var2]的0減[var1][Pspa]分之4[SEP][Pbeg]frac[Plbb]4[Prbb][Plbb][Plbb][var2][Prbb][Pexp][Plbb]0[Pmin][var1][Prbb][Prbb] [SEP][Plsb]0[var3][Prsb][Pmin][Plsb][var1][Pmin][var2][Prsb] [SEP][Plsb]cp[Prsb][Pmin][Pbeg]frac[Plbb]0[Prbb][Plbb][var1][Prbb] [SEP][Plbb][Plbb]8[Prbb][Pexp][Plbb][var2][Prbb][Pmin][Pbeg]pi[Prbb][Pexp][Plbb][Plbb]7[var1][Prbb][Pexp][Plbb][Pbeg]frac[Plbb]0[Prbb][Plbb][var3][Prbb][Prbb][Prbb] [SEP][Pbeg]frac[Plbb]0[Prbb][Plbb][var1][Prbb] [SEP]||,||[Pbeg]frac[Plbb]4[Prbb][Plbb][Plbb][var2][Prbb][Pexp][Plbb]0[Pmin][var1][Prbb][Prbb] ||,||106
1減[var1][SEP][Plbb]1[Prbb][Pexp][Plbb][var1][Prbb] [SEP]1[Pmin][Plsb][var1][Pmin][var2][Prsb] [SEP][var1][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb] [SEP][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb][Pmin][var1] [SEP][Plbb]1[Prbb][Pexp][Plbb][var2][Pmin][var1][Prbb] [SEP]||,||1[Pmin][var1] ||,||107
7乘tan[Pspa][var1][Pspa]分之1[Pspa]分之[var1][SEP][Pbeg]frac[Plbb][var1][Prbb][Plbb][Pbeg]frac[Plbb]1[Prbb][Plbb]7[Plsb][Pbeg]tan[Plbb][var1][Prbb][Prsb][Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb][var2] [SEP][Pbeg]log[Psub][Plbb]7[Prbb][var1][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb] [SEP][Pbeg]tan[Plbb][Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][Prbb] [SEP][Plbb][Pbeg]tan[Plbb]9[Prbb][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb] [SEP]||,||[Pbeg]frac[Plbb][var1][Prbb][Plbb][Pbeg]frac[Plbb]1[Prbb][Plbb]7[Plsb][Pbeg]tan[Plbb][var1][Prbb][Prsb][Prbb][Prbb] ||,||108
tk分之9加[var1][SEP][Plbb]9[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]frac[Plbb]9[Pplu][var1][Prbb][Plbb]tk[Prbb] [SEP][Pbeg]frac[Plbb][var1][Prbb][Plbb][Plbb]9[Prbb][Pexp][Plbb]1[Prbb][Prbb] [SEP][Plbb][var2][Prbb][Pexp][Plbb][Plbb][Pbeg]sqrt[Plbb]9[Prbb][Prbb][Pexp][Plbb][var1][Prbb][Prbb] [SEP][Pbeg]sqrt[Plbb]9[Prbb] [SEP]||,||[Pbeg]frac[Plbb]9[Pplu][var1][Prbb][Plbb]tk[Prbb] ||,||109
9又[var1]分之1加根號2[Pspa]的cos值[SEP][Pbeg]frac[Plbb]2[Pmin][Plsb][var2][Pplu][var1][Prsb][Prbb][Plbb][Plbb]9[Prbb][Pexp][Plbb][var3][Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb][var2][Prbb][Pbeg]frac[Plbb]7[Prbb][Plbb][Plbb]2[Prbb][Pexp][Plbb]9[var1][Prbb][Prbb] [SEP][Pbeg]cos[Plbb][Plsb]9[Pbeg]frac[Plbb]1[Prbb][Plbb][var1][Prbb][Prsb][Pplu][Plsb][Pbeg]sqrt[Plbb][var2][Prbb][Prsb][Prbb] [SEP][Pbeg]log[Psub][Plbb]2[Prbb][Plbb][var1][Prbb][Pexp][Plbb][Plsb]kz[Prsb][Pplu][var2][Prbb] [SEP][Pbeg]log[Psub][Plbb]0[Prbb][Pbeg]frac[Plbb]2[Prbb][Plbb][Pbeg]cos[Plbb][Pbeg]cos[Plbb][var1][Prbb][Prbb][Prbb] [SEP]||,||[Pbeg]cos[Plbb][Plsb]9[Pbeg]frac[Plbb]1[Prbb][Plbb][var1][Prbb][Prsb][Pplu][Plsb][Pbeg]sqrt[Plbb][var2][Prbb][Prsb][Prbb] ||,||110
[var1]分之9的6次方[Pspa]以4為底的對數[SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Pmin][Pbeg]log[Psub][Plbb]6[Prbb][var3] [SEP][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb]7[Pmin][var1][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var2][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var4][Prbb][Pexp][Plbb][var5][Prbb][Prbb][Prsb] [SEP][Pbeg]log[Psub][Plbb]4[Prbb][Pbeg]frac[Plbb][Plbb]9[Prbb][Pexp][Plbb]6[Prbb][Prbb][Plbb][var1][Prbb] [SEP][Pbeg]log[Psub][Plbb]7[Prbb][var1][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb] [SEP]||,||[Pbeg]log[Psub][Plbb]4[Prbb][Pbeg]frac[Plbb][Plbb]9[Prbb][Pexp][Plbb]6[Prbb][Prbb][Plbb][var1][Prbb] ||,||111
log[Pspa]9[Pspa]8[SEP][Pbeg]log[Psub][Plbb]9[Prbb]8 [SEP][Pbeg]log[Psub][Plbb]8[Prbb]7 [SEP][Pbeg]log[Psub][Plbb]9[Prbb]0 [SEP][Pbeg]log[Psub][Plbb]9[Prbb][var1] [SEP][Pbeg]log[Psub][Plbb]8[Prbb][var1] [SEP]||,||[Pbeg]log[Psub][Plbb]9[Prbb]8 ||,||112
[var2]以5為底的對數加[var1][SEP][var3][Pmin][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][var1][Prbb][Prbb][var2] [SEP][Pbeg]frac[Plbb]5[Pmin][var1][Prbb][Plbb][Pbeg]log[Psub][Plbb][Pbeg]tan[Plbb][var2][Prbb][Prbb][var3][Prbb] [SEP][Pbeg]frac[Plbb][Pbeg]log[Psub][Plbb]5[Prbb][var1][Prbb][Plbb][Pbeg]log[Psub][Plbb]2[Prbb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb]7[Pmin][var1][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var2][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var4][Prbb][Pexp][Plbb][var5][Prbb][Prbb][Prsb] [SEP][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var3][Pplu][Plsb][Pbeg]sqrt[Plbb][var2][Prbb][Prsb][Prbb][Prbb] [SEP]||,||[Pbeg]log[Psub][Plbb]5[Prbb][var2][Pplu][var1] ||,||113
[var1]分之3[SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]frac[Plbb]3[Prbb][Plbb][var2][Prbb] [SEP][Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb] [SEP][Pbeg]frac[Plbb]3[Prbb][Plbb][var1][Prbb] [SEP][Plbb]3[Prbb][Pexp][Plbb][var2][Pplu][var1][Prbb] [SEP]3[Pmin][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb] [SEP]||,||[Pbeg]frac[Plbb]3[Prbb][Plbb][var1][Prbb] ||,||114
cos[Pspa]根號sin[Pspa]5[Pspa]乘8加括號[var1]加[var2][SEP][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb]7[Pmin][var1][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var2][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var4][Prbb][Pexp][Plbb][var5][Prbb][Prbb][Prsb] [SEP][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var3][Pplu][Plsb][Pbeg]sqrt[Plbb][var2][Prbb][Prsb][Prbb][Prbb] [SEP][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pplu][Plsb][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb][Pmin][Pbeg]frac[Plbb]5[Prbb][Plbb][var3][Pplu][var2][Prbb][Prsb] [SEP][Pbeg]frac[Plbb]5[Pmin][var1][Prbb][Plbb][Pbeg]log[Psub][Plbb][Pbeg]tan[Plbb][var2][Prbb][Prbb][var3][Prbb] [SEP][Pbeg]frac[Plbb][Plbb][var3][Prbb][Pexp][Plbb][var2][Prbb][Prbb][Plbb][var1][Pplu][Plsb][Pbeg]cos[Plbb]5[Prbb][Prsb][Prbb] [SEP]||,||[Plsb][Pbeg]cos[Plbb][Pbeg]sqrt[Plbb][Pbeg]sin[Plbb]5[Prbb][Prbb][Prbb][Prsb][Plsb]8[Pplu][Plsb][var1][Pplu][var2][Prsb][Prsb] ||,||115
[var2]分之[var3]以2為底的對數分之[var1]以5為底的對數[SEP][Pbeg]frac[Plbb][Pbeg]log[Psub][Plbb]5[Prbb][var1][Prbb][Plbb][Pbeg]log[Psub][Plbb]2[Prbb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb]7[Pmin][var1][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var2][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var4][Prbb][Pexp][Plbb][var5][Prbb][Prbb][Prsb] [SEP][Plbb][Pbeg]log[Psub][Plbb][var4][Prbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Pexp][Plbb][var3][Prbb] [SEP][var3][Pmin][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][var1][Prbb][Prbb][var2] [SEP][Pbeg]frac[Plbb]5[Pmin][var1][Prbb][Plbb][Pbeg]log[Psub][Plbb][Pbeg]tan[Plbb][var2][Prbb][Prbb][var3][Prbb] [SEP]||,||[Pbeg]frac[Plbb][Pbeg]log[Psub][Plbb]5[Prbb][var1][Prbb][Plbb][Pbeg]log[Psub][Plbb]2[Prbb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb][Prbb] ||,||116
6減4[SEP][Plbb]6[Prbb][Pexp][Plbb]4[Prbb] [SEP]6[Pmin]4 [SEP]6[Pplu][Plbb]6[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Plbb]6[Prbb][Pexp][Plbb][var1][Prbb][Pmin][var2] [SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb] [SEP]||,||6[Pmin]4 ||,||117
根號4[SEP][Pbeg]sqrt[Plbb]4[Prbb] [SEP]4[Pmin][Plsb][Pbeg]sqrt[Plbb]2[Prbb][Prsb] [SEP][var2][Pplu][Plbb]4[Pplu][var1][Prbb][Pexp][Plbb]n[Prbb] [SEP][Plbb][var1][Prbb][Pexp][Plbb][Plbb]2[Prbb][Pexp][Plbb]4[Prbb][Prbb] [SEP][Plbb][var2][Prbb][Pexp][Plbb]4[var1][Prbb] [SEP]||,||[Pbeg]sqrt[Plbb]4[Prbb] ||,||118
8log[Pspa]0[Pspa]5[SEP][Plbb]8[Prbb][Pexp][Plbb][Pbeg]frac[Plbb]0[Prbb][Plbb]5[Prbb][Prbb] [SEP][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pplu]0 [SEP]8[Pbeg]log[Psub][Plbb]0[Prbb]5 [SEP][Pbeg]log[Psub][Plbb][Plbb]0[Prbb][Pexp][Plbb]7[Prbb][Prbb][Plsb]2[Pplu]5[Prsb] [SEP][Plsb][Plsb][Pbeg]sqrt[Plbb]8[Prbb][Prsb][Pplu][Plsb]0[Pmin][var2][Prsb][Prsb][Pplu][var1] [SEP]||,||8[Pbeg]log[Psub][Plbb]0[Prbb]5 ||,||119
zy分之[var1][SEP][Pbeg]frac[Plbb][var1][Prbb][Plbb]zy[Prbb] [SEP][Pbeg]frac[Plbb][var1][Prbb][Plbb]w[Prbb] [SEP][Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][var3] [SEP][Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb] [SEP]||,||[Pbeg]frac[Plbb][var1][Prbb][Plbb]zy[Prbb] ||,||120
cos[Pspa]sin[Pspa][var1][Pspa]分之2[SEP][Pbeg]cos[Plbb][Pbeg]frac[Plbb]2[Prbb][Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb][Prbb] [SEP][Pbeg]cos[Plbb][Pbeg]log[Psub][Plbb]2[Pplu][var2][Prbb][var1][Prbb] [SEP][Plbb][Pbeg]sin[Plbb]2[Prbb][Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]sqrt[Plbb][Pbeg]cos[Plbb]2[Prbb][Prbb] [SEP][var2][Plbb]2[Prbb][Pexp][Plbb][var1][Prbb] [SEP]||,||[Pbeg]cos[Plbb][Pbeg]frac[Plbb]2[Prbb][Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb][Prbb] ||,||121
[var1]加[var1][SEP][var1][Pplu][var2] [SEP][var2][Pplu][var1] [SEP][var2][Pmin][var1] [SEP][var1][Pplu]k [SEP]target [SEP]||,||[var1][Pplu]k ||,||122
1減[var1]以2分之4為底的對數[SEP][Pbeg]log[Psub][Plbb]1[Prbb][Pbeg]log[Psub][Plbb]2[Prbb][Pbeg]log[Psub][Plbb]1[Prbb][var1] [SEP][Pbeg]log[Psub][Plbb][var2][Prbb][Plsb]1[Pmin][Plsb]1[Pplu][var1][Prsb][Prsb] [SEP][Pbeg]frac[Plbb]1[Prbb][Plbb][Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb][Prbb] [SEP][Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var3][Prbb][Prbb][Pexp][Plbb]1[var2][Prbb] [SEP][Pbeg]log[Psub][Plbb]2[Prbb][Plbb][var1][Prbb][Pexp][Plbb][Plsb]kz[Prsb][Pplu][var2][Prbb] [SEP]||,||1[Pmin][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]4[Prbb][Plbb]2[Prbb][Prbb][var1] ||,||123
log[Pspa]4[Pspa][var1][SEP][Pbeg]log[Psub][Plbb][Pbeg]log[Psub][Plbb]4[Prbb][var2][Prbb][var1] [SEP][Pbeg]log[Psub][Plbb]4[Prbb][var1] [SEP][Pbeg]log[Psub][Plbb][var4][Pmin][var1][Prbb][Plbb][var2][Prbb][Pexp][Plbb][var3][Prbb] [SEP][Plsb][Pbeg]log[Psub][Plbb][var3][Prbb][var4][Pmin][var2][Prsb][var1] [SEP][Pbeg]log[Psub][Plbb]4[Pmin]2[Prbb][Plsb][var1][Pmin][var2][Prsb] [SEP]||,||[Pbeg]log[Psub][Plbb]4[Prbb][var1] ||,||124
cos[Pspa][var1][SEP][Pbeg]cos[Plbb][var1][Prbb] [SEP][var1][Pplu][Plsb][Pbeg]cos[Plbb][var2][Prbb][Prsb] [SEP][Pbeg]cos[Plbb][Pbeg]pi[Prbb] [SEP][var2][Pmin][Plsb][Pbeg]cos[Plbb][var1][Prbb][Prsb] [SEP][Pbeg]sqrt[Plbb][Pbeg]cos[Plbb][var1][Prbb][Prbb] [SEP]||,||[Pbeg]cos[Plbb][var1][Prbb] ||,||125
cos[Pspa][var1][SEP][Pbeg]cos[Plbb][var1][Prbb] [SEP][var1][Pplu][Plsb][Pbeg]cos[Plbb][var2][Prbb][Prsb] [SEP][Pbeg]cos[Plbb][Pbeg]pi[Prbb] [SEP][var2][Pmin][Plsb][Pbeg]cos[Plbb][var1][Prbb][Prsb] [SEP][Pbeg]sqrt[Plbb][Pbeg]cos[Plbb][var1][Prbb][Prbb] [SEP]||,||[Pbeg]cos[Plbb][var1][Prbb] ||,||126
[var1]分之mm[SEP][Pbeg]frac[Plbb]mm[Prbb][Plbb][var1][Prbb] [SEP][Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]1[Prbb][Plbb][var1][Prbb][Prbb] [SEP][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb] [SEP][Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb] [SEP][Pbeg]frac[Plbb][var1][Prbb][Plbb]w[Prbb] [SEP]||,||[Pbeg]frac[Plbb]mm[Prbb][Plbb][var1][Prbb] ||,||127
cos[Pspa]tan[Pspa]6[SEP][Pbeg]cos[Plbb][Pbeg]tan[Plbb]6[Prbb][Prbb] [SEP][Pbeg]cos[Plbb][Plbb][Pbeg]tan[Plbb]6[Prbb][Prbb][Pexp][Plbb][var1][Prbb][Prbb] [SEP][Pbeg]sin[Plbb]6[Prbb] [SEP][Pbeg]tan[Plbb][Plsb]wn[Prsb][Pplu][Plsb][Pbeg]sqrt[Plbb]6[Prbb][Prsb][Prbb] [SEP][Pbeg]cos[Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb] [SEP]||,||[Pbeg]cos[Plbb][Pbeg]tan[Plbb]6[Prbb][Prbb] ||,||128
[var2]減[var1]分之6[SEP][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Pmin][Pbeg]log[Psub][Plbb]6[Prbb][var3] [SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb] [SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]log[Psub][Plbb]6[Prbb][var1][Prbb] [SEP][Plbb]6[Prbb][Pexp][Plbb][var1][Prbb][Pmin][var2] [SEP][var2][Pmin][Pbeg]frac[Plbb]6[Prbb][Plbb][var1][Prbb] [SEP]||,||[var2][Pmin][Pbeg]frac[Plbb]6[Prbb][Plbb][var1][Prbb] ||,||129
